ISO3V10,Country_Standard,EVI,HAZARDS,RESISTANCE,DAMAGE,CCEVI,ENDEVI,HHEVI,AFEVI,WATEVI,CCDEVI,CBDEVI,WINDEVI,DRYEVI,WETEVI,HOTEVI,COLDEVI,SSTEVI,VOLCANOEVI,EARTHQKEVI,TSUNAMIEVI,SLIDESEVI,LANDEVI,DISPEVI,ISOLEVI,RELIEFEVI,LOWEVI,BORDEVI,IMBALEVI,OPENEVI,MIGEVI,ENDEMEVI,INTROEVI,ENDANGEVI,EXTINCTEVI,VEGEVI,VEGLOEVI,FRAGEVI,DEGEVI,RESRVEVI,MPAEVI,FARMEVI,FERTLEVI,PESTCDEVI,BIOTECHEVI,PRDOFEVI,FSHEFEVI,WATEREVI,SULPHEVI,WASTEEVI,TRTMNTEVI,INDUSTEVI,SPILLSEVI,MININGEVI,SANEVI,VEHEVI,POPDNEVI,POPGRTHEVI,TOUREVI,CSTPOPEVI,AGRMTEVI,CONFLTEVI,WIND,DRY,WET,HOT,COLD,SST,VOLCANO,EARTHQK,TSUNAMI,SLIDES,LAND,DISP,ISOL,RELIEF,LOW,BORD,IMBAL,OPEN,MIG,ENDEM,INTRO,ENDANG,EXTINCT,VEG,VEGLO,FRAG,DEG,RESRV,MPA,FARM,FERTL,PESTCD,BIOTECH,PRDOF,FSHEF,WATER,SULPH,WASTE,TRTMNT,INDUST,SPILLS,MINING,SAN,VEH,POPDN,POPGRTH,TOUR,CSTPOP,AGRMT,CONFLT
GTM,Guatemala,338.298,3.448,2.5,4,3.462,4,3,4,5,4,3,4,7,7,1,1,2,7,1,1,6,3,2,1,3,1,3,4,7,1,6,2,2,2,3,7,1,7,2,5,6,4,,1,4,6,1,2,,,2,1,1,4,1,5,7,1,6,1,7,321.458,-281.2,49.2,7.219,29.815,5,"1,808",1,0,9,"108,430",19.662,0,"4,211",0,4,-0.048,38.67,0.332,"11,371.39",0.12,0.978,0,46,-2,0.13,73,17,1.25,784.89,"1,739.33",,0,"427,293.52",58.37,1,0.383,,,5.683,0,0,17.85,1.05,104.999,2.646,6.728,157,74,6
NGA,Nigeria,336.170,3.414,2.375,4.091,3.231,3,3,4,5,4,3,6,3,4,1,1,2,1,1,1,4,2,2,1,2,4,3,5,5,1,4,2,2,1,5,5,1,7,5,7,6,2,,1,6,7,1,3,1,,4,,5,7,1,5,7,1,5,1,7,528.621,-28.6,23.8,1.887,5.238,4,0,0,0,2,"910,770",7.871,0,"2,419",38,4,-0.071,15.605,0.06,240.456,0.01,0.173,0,11,-1,0.213,55,3,0,534.804,168.747,,0,"49,045.76",140.2,2,0.839,0.001,,22.863,,98,72.234,0.857,122.43,2.674,0.852,92,82,6
ROU,Romania,335.417,3.7,2.75,3,3.917,4,5,4,4,5,3,5,5,4,6,5,6,1,1,1,5,2,2,1,2,5,5,1,7,1,4,2,2,1,3,5,4,7,5,1,7,4,7,1,4,4,,6,6,1,5,1,1,,4,5,1,1,2,1,1,428.056,-51,21.6,344.378,154.307,16,0,0,0,4,"230,340",13.91,0,"2,544",47,7,0.418,54.042,0.295,177.998,0.126,0.256,0,42,0,0.862,100,5,32.97,"3,322.83","1,762.18",69.499,0,"276,609.66",27.66,,4.559,171.391,100,59.242,0,0,,10.372,96.931,-0.21,13.674,20,117,0
FJI,Fiji,334.783,3.357,4.375,2.545,3.583,3,3,3,4,3,4,4,5,7,1,1,1,1,1,1,7,4,5,7,1,6,4,1,7,1,7,3,6,3,3,5,1,1,5,5,6,3,6,1,3,3,,1,,,,7,2,2,1,3,5,2,3,1,1,286.535,-67.2,134.2,12.397,2.718,3,0,1,0,55,"18,270",253.804,"2,600","1,324",67,6,0.27,67.98,0.383,"43,678.16",2.518,4.981,0,50,0,0.188,0,1,0.23,663.492,"1,029.56",36.393,0,"571,870.71",12.83,,0.169,,,,431.31,4,3.56,1.646,45.517,1.422,19.613,44,63,0
PRT,Portugal,334.694,3.516,2.75,3.455,4.231,3,4,4,4,4,3,5,4,7,4,2,4,1,1,1,1,3,3,1,2,5,2,1,7,1,5,2,3,2,6,1,3,5,4,3,7,4,7,5,6,2,2,5,6,1,2,1,1,,6,5,3,5,5,1,1,373.053,-47.2,60.8,104.714,34.128,8,0,0,0,0,"91,500",44.197,0,"2,351",51,1,0.053,444.634,0.601,"1,704.92",0.197,1.432,0,9,1,0.751,21,7,10.15,"2,705.56","2,662.30",81.897,12,"35,494.78",10.06,20,2.099,257.596,100,9.698,0,0,,29.031,107.923,0.179,127.373,100,167,0
TWN,Taiwan,334.483,3.647,3,3.429,4.444,3,7,3,6,4,3,3,6,7,2,1,5,4,1,1,1,3,3,4,,4,3,1,,1,,2,5,1,,,,,,,,,,1,,,,7,,,,7,1,,,7,4,4,,7,1,266.75,-105.2,97.4,41.251,9.482,11,124,1,0,0,"32,260",48.552,160,,40,3,0.42,,1.085,,1.302,3.255,0,,,,,,,,,,0,,,,39.023,,,,638.45,0,,,693.443,0.808,75.78,,8,0
PRI,Puerto Rico,334.375,2.471,3.714,5.111,3.6,3,3,4,5,3,4,2,7,1,1,1,2,1,1,6,1,4,4,5,1,7,3,1,,2,,4,7,7,,,5,7,,,7,,,1,2,,,3,,,,1,1,,,7,4,,,,1,160.518,-214.2,4,1.394,2.815,4,0,0,13.97,0,"8,959",55.921,698,"1,338",100,3,0.141,,3.014,,3.795,7.813,1,,,1.607,100,,,"1,662.64",,,0,"1,610,528.30",,,1.028,,,,0,0,,,439.482,0.55,,,,0
MCO,Monaco,331.818,2.75,4.571,3.75,5.5,3,7,3,7,4,4,,,,,,4,1,1,1,,7,7,1,1,7,2,,,7,,,,0,,,,,,,,,,1,1,,,7,7,,,1,1,,,7,,7,,1,1,,,,,,8,0,0,0,,2,"4,358.97",0,140,100,2,,,"15,384.62",,,,,,,,,,,,,,0,"136,845,800.00",,,71.795,"22,789.49",,,0,0,,,"16,329.23",,"146,324.79",,66,0
LKA,Sri Lanka,330.612,3.065,2.625,4.818,3.692,3,5,4,5,4,3,2,5,7,1,1,3,1,1,1,1,3,3,3,2,1,2,1,7,1,6,2,7,2,5,6,1,7,3,3,4,5,7,1,6,4,2,3,1,,3,1,1,7,2,7,4,1,7,1,7,154.052,-80.6,68.8,4.287,14.328,6,0,0,0,0,"64,630",43.71,75,"2,524",0,1,0.114,101.64,0.557,"15,874.98",0.356,5.152,0,18,-1,0.175,54,13,12.09,126.266,"3,242.58",182.899,0,"56,458.88",29.66,20,0.677,0.628,,13.446,0,0,107.783,1.748,291.304,0.884,5.833,291,67,10
ALB,Albania,329.787,3.207,3.375,3.636,4.154,4,2,4,5,4,3,7,5,7,3,3,6,1,1,1,1,3,3,7,1,4,3,1,6,1,5,2,2,1,4,4,3,7,5,5,5,2,5,1,3,1,1,1,,,1,1,7,,2,5,5,1,5,2,5,679.912,-73.6,118.6,61.66,66.926,13,0,0,0,0,"27,400",49.964,"2,100",65,31,4,0.229,29.526,1.569,875.912,0.474,0.766,0,37,0,0.657,93,3,4.69,337.583,179.343,11.145,0,"888,023.41",2.16,5,0,,,4.493,0,"3,436",,2.272,113.613,1.37,1.223,110,58,2
CUB,Cuba,328.889,3,3.125,4.273,3.308,3,4,4,5,3,3,3,5,6,1,1,2,1,1,1,1,3,4,4,2,1,3,5,,1,7,2,3,3,4,6,3,7,2,1,7,4,,1,4,,2,5,3,,4,3,5,6,2,5,3,,5,1,5,235.324,-76.2,34.6,0.748,27.548,4,0,0,0,0,"109,820",132.471,210,"2,005",0,4,-0.06,,0.273,"30,504.46",0.182,1.876,0,29,-1,0.554,54,17,32.2,"2,390.59","2,107.08",,0,"168,066.06",,14,2.436,16.503,,46.838,68.88,81,34.678,2.04,101.994,0.377,,102,80,1
ZAF,South Africa,328.261,3.5,2.25,3.455,3.385,3,3,4,4,4,3,4,5,5,4,3,3,1,1,1,1,1,1,1,3,3,4,1,6,1,4,2,2,2,6,5,2,7,,5,4,3,3,6,5,,3,4,,,4,7,6,2,2,3,3,1,3,1,7,309.637,-57.8,26.6,117.3,54.063,6,0,0,0,0,"1,221,040",7.054,0,"3,408",19,6,0.297,28.357,0.066,154.786,0.034,0.232,0,0,0,0.437,64,,4.04,136.774,680.813,0.761,41,"159,855.93",,30,1.518,,,42.605,266.6,185,4.299,3.307,33.068,0.38,4.893,42,87,17
GIB,Gibraltar,328.000,2.571,4.286,4.6,4.8,3,7,5,6,3,4,4,5,7,1,1,4,1,1,1,1,7,7,1,1,5,2,,,7,,,7,1,,,,,,,,,,1,,,,7,,,,1,1,,,7,,,,,1,278.611,-54.8,46,31.223,8.381,7,0,0,0,0,7,"2,030.77",0,426,50,2,,,"6,307.69",,,461.538,0,,,,,,,,,,0,,,,427.692,,,,0,0,,,"4,253.69",,,,,0
LUX,Luxembourg,327.273,3.333,2.714,3.889,3.7,3,4,4,5,4,3,4,3,6,6,2,,1,1,1,1,5,4,1,1,1,3,,,4,,2,6,1,,,6,6,,,,,2,1,,,,7,,4,,,1,,7,6,5,7,1,1,1,287.617,-20,40.6,274.671,50.249,,0,0,,0,"2,586",138.824,0,426,0,3,,,8.507,,0.773,4.254,0,,,2.007,50,,,,,0.098,0,,,,9.803,,50.824,,,0,,104.795,171.296,1.276,313.612,0,162,0
BHR,Bahrain,325.806,2.706,4.286,4,4.2,2,7,3,4,3,4,4,3,1,3,1,6,1,1,1,1,5,5,2,1,7,3,1,,7,,1,7,1,,,7,,,,1,,,1,3,,,7,,,,1,7,,,7,,,,4,1,280.271,-19.2,1,71.468,2.233,13,0,0,0,0,620,259.677,15,122,100,3,0.04,,35.484,,0,12.903,0,,,5.2,,,,2.306,,,0,"530,220.48",,,56.468,,,,0,"16,811",,,"1,040.91",,,,39,0
DOM,Dominican Republic,324.444,2.963,4,3.636,3.923,3,4,4,5,4,3,2,6,6,1,1,1,1,1,2,1,3,3,5,3,7,3,1,7,1,7,2,3,3,4,6,2,6,1,1,7,4,,1,4,,3,1,,,2,1,4,6,3,6,6,,6,1,1,188.17,-106.2,40.6,1.591,5.432,3,0,0,0.62,0,"48,380",40.761,570,"3,221",78,3,0.201,147.251,0.537,"38,218.27",0.496,1.282,0,25,-2,0.26,40,31,150.75,"1,716.04","1,829.27",,0,"345,437.74",,40,0.003,,,6.03,0,45,38.63,4.916,175.589,1.646,,176,61,0
KWT,Kuwait,323.404,3.448,2.625,3.273,4.231,2,5,3,4,3,3,4,2,1,4,2,6,1,1,1,1,4,4,1,1,5,3,1,7,2,1,2,2,1,7,4,2,1,5,5,1,2,,1,3,1,7,7,2,,7,1,7,,7,5,7,1,5,2,5,280.794,-11.4,3.4,95.857,36.957,15,0,0,0,0,"17,820",68.35,0,306,50,3,0.222,729.405,2.301,0,0.168,0.505,0,0,0,0.25,4,2,4.15,4.146,191.919,,0,"751,844.09",3.96,,13.314,5.168,,"1,758.89",0,"5,188",,35.08,110.662,3.465,4.321,111,57,1
ANT,Netherlands Antilles,323.333,2.938,4.143,3.375,4,3,7,3,5,3,4,1,5,7,1,1,2,1,1,1,1,5,5,3,1,7,2,1,,6,,4,7,1,,,,1,,,5,,,1,1,,,7,,,,,7,,,6,5,,,,1,108.311,-52.2,56.6,2.023,0.571,5,0,0,0,0,960,389.792,80,862,100,2,0.225,,25,,6.25,12.5,0,,,,0,,,188.418,,,0,"4,058,413.98",,,57.729,,,,,"10,958",,,221.069,1.069,,,,0
BGR,Bulgaria,322.917,3.467,3,2.818,4.077,3,5,4,4,4,3,7,2,3,6,4,6,1,1,1,1,3,3,1,2,5,4,1,7,1,5,2,2,1,4,1,2,7,5,,7,4,6,5,4,1,5,7,2,2,5,1,1,,5,4,1,2,3,1,1,610.991,-16.6,10.6,299.321,142.066,13,0,0,0,0,"110,550",20.488,0,"2,925",53,5,0.066,51.425,0.561,"2,894.62",0.145,0.416,0,32,0,0.337,100,5,,"1,587.18","1,754.62",39.418,3,"401,586.69",3.25,77,14.808,4.956,99.062,53.178,0,0,,15.178,74.401,-1.144,23.893,53,108,0
MDA,Republic of Moldova,321.622,3.364,2.125,4.125,4.333,3,6,5,5,5,3,,5,4,,,,1,1,1,1,3,3,1,1,5,2,,7,1,1,,2,1,6,4,2,7,5,,7,5,7,1,,,7,4,1,,1,,1,,3,5,3,1,,4,5,,-49,20.2,,,,0,0,,0,"33,371",41.623,0,428,48,2,,42.852,1.528,0,,0.689,0,4,0,0.379,100,1,,"2,052.33","3,532.47",93.807,0,,,296,1.511,0.39,,0.596,,0,,5.119,131.252,0.021,0.499,,31,1
SCG,Serbia and Montenegro,321.622,3.591,2.286,3.222,3.5,3,6,4,5,4,3,5,,,6,4,,1,1,1,1,3,3,1,2,1,5,,,,1,2,2,2,,4,2,7,5,5,,4,6,1,,2,,6,1,,4,,7,6,5,5,3,1,3,,1,386.967,,,266.38,127.417,,0,0,0,0,"102,000",23.971,0,"2,656",0,8,,,,0,0.029,0.48,0,,0,0.477,94,3,3.88,,"1,750.51",35.289,0,,7.18,,5.147,0.001,,38.045,,632,32.337,15.647,104.314,0.1,2.132,43,,0
IRL,Ireland,318.367,3.226,2.75,3.455,3.769,3,3,4,4,3,4,5,5,6,1,1,4,1,1,1,1,3,4,4,1,5,3,7,7,1,1,2,2,2,6,1,5,1,5,5,7,6,2,5,5,1,1,4,2,2,3,1,1,,5,4,5,5,4,1,1,389.674,-53.2,38.2,29.378,32.052,7,0,0,0,0,"68,890",98.665,400,"1,041",46,3,-0.1,750.631,0.682,0,0.363,0.131,0,4,3,1.343,0,1,0.01,"2,117.70","10,413.96",0.034,4,"113,027.01",1.17,2,1.305,4.297,99.221,11.002,0,0,,14.727,54.144,1.148,92.878,54,142,0
MYT,Mayotte,317.391,1.727,4.429,5,4.625,3,1,3,5,4,4,,5,4,,,1,1,1,1,1,6,6,1,1,7,3,1,,7,,,7,7,,,,,,,,,,1,2,,,1,,,,,1,,,7,,,,,1,,-55.8,19,,,3,0,0,0,0,374,495.187,0,660,100,4,0.055,,34.759,,,16.043,13,,,,,,,,,,0,"1,766,947.03",,,0.027,,,,,0,,,436.807,,,,,0
UKR,Ukraine,317.391,3.5,2.5,2.909,3.923,3,5,4,4,4,3,3,4,5,6,5,7,1,1,1,1,2,2,1,2,6,4,3,7,1,2,2,2,1,4,1,2,7,5,5,,4,7,5,5,,4,6,1,,5,1,1,,4,4,1,1,2,1,1,251.844,-31.4,31.8,345.169,203.75,17,0,0,0,0,"579,350",16.598,0,"2,061",66,5,-0.028,37.785,0.126,3.452,0.017,0.095,0,20,0,0.291,76,2,2.45,,"1,529.48",117.711,7,"74,958.26",,49,4.456,0.281,,59.408,0,0,,8.099,87.091,-0.799,9.01,21,77,0
IDN,Indonesia,316.327,3.065,3.25,3.545,2.769,3,3,3,4,3,3,3,1,2,1,1,3,6,4,2,5,1,3,2,4,5,4,2,7,1,6,2,2,2,2,5,1,6,3,4,6,4,3,1,4,5,1,2,1,,4,1,1,6,1,5,6,1,5,1,7,236.799,-6.4,9.6,2.458,8.987,6,963,4,0.22,4,"1,811,570",54.103,30,"5,030",49,5,-0.002,34.683,0.02,"10,239.74",0.023,0.421,0,65,-1,0.191,37,10,6.45,403.593,"1,573.67",1.505,0,"181,025.30",49.05,3,0.44,0.009,,27.884,0,0,48.005,1.405,117.085,1.625,2.702,112,68,19
GRD,Grenada,316.129,2.294,4.429,4.375,3.9,3,3,4,6,3,4,2,7,3,1,1,2,1,1,1,1,6,5,4,1,5,3,1,,7,,4,7,1,,,7,,,,7,,,1,2,,,3,,,,1,1,,,7,,,,4,1,175.009,-151.2,10.4,0,2.765,4,0,0,0,0,340,355.882,140,840,50,3,0.276,,61.765,,5.882,26.471,0,,,3.059,,,,"1,638.42",,,0,"3,007,429.43",,,0.676,,,,0,0,,,262.432,,,,39,0
THA,Thailand,316.000,3.469,2.375,3,3.077,3,5,4,5,4,3,2,5,7,1,1,3,1,1,1,1,2,3,1,2,1,3,1,7,1,6,2,2,2,4,7,1,7,3,5,1,5,6,5,7,6,2,5,2,7,4,4,1,2,2,5,4,1,3,2,1,154.246,-58.2,93.4,2.134,9.907,5,0,0,0,0,"510,890",23.349,0,"2,576",0,4,0.308,141.786,0.094,"3,443.01",0.055,0.366,0,22,-3,0.126,78,14,3.06,0.975,"3,001.38",44.661,2,"16,955.85",62.12,16,2.404,3.118,0.4,29.91,141.52,0,4.745,3.321,118.617,0.926,16.326,46,57,0
MKD,Macedonia,315.625,3.588,2,3.5,3,2,6,4,5,4,3,,5,3,,,,1,1,1,1,3,3,1,2,1,3,,7,2,1,1,2,1,,5,2,7,4,,6,4,7,1,,,,,,,4,,6,,,4,3,,,2,7,,-50.8,11.2,,,,0,0,,0,"25,430",30.122,0,"2,703",0,4,,73.221,1.73,0,0,0.904,0,,0,0.341,88,7,,636.59,"1,733.62",199.703,0,,,,,,,20.724,,363,,,79.591,0.232,,,52,6
CZE,Czech Republic,315.385,3.5,2,3.5,3.5,3,5,4,3,4,2,5,3,4,6,4,,1,1,1,1,3,3,1,1,3,3,,7,1,1,2,2,1,,1,5,7,2,,7,5,,5,,,2,7,2,4,6,,1,,7,5,1,,,1,1,376.129,-18.6,19.6,274.865,147.4,,0,0,,0,"77,280",24.34,0,"1,487",29,4,,423.305,0.543,0,0.013,0.518,0,,0,1.667,100,16,,"5,380.79","4,267.60",,10,,,17,18.377,2.58,50.88,194.483,,0,,43.081,132.557,-0.078,,,89,0
MAR,Morocco,314.583,3.133,2.625,3.636,3.923,3,3,4,4,4,3,4,5,3,5,1,5,1,1,1,1,2,2,1,4,3,3,6,6,1,5,2,2,1,6,5,1,4,5,5,1,3,,1,6,6,3,2,3,,1,1,4,5,2,4,6,1,5,1,5,354.199,-63.4,12.6,172.352,18.188,9,0,0,0,0,"446,300",9.021,0,"5,020",22,4,-0.099,23.811,0.128,"1,436.25",0.085,0.081,0,7,0,0.129,20,1,0.68,2.489,687.968,,0,"29,971.99",54.31,37,0.535,14.661,,0.444,0,42,26.68,2.414,63.525,1.736,5.959,92,108,1
CYP,Cyprus,314.286,3.05,2.857,3.667,3.2,2,6,4,4,3,3,4,3,3,2,1,5,1,1,1,1,4,4,3,2,1,4,1,,2,,4,3,1,,,4,7,,,7,,,1,4,,,6,1,,,1,7,,,4,4,7,,1,5,319.318,-25,12,48.184,9.17,12,0,1,0,0,"9,240",70.13,60,"1,951",0,6,0.18,,2.706,,4.113,1.082,0,,,1.191,100,,,"4,716.35",,,0,"408,466.46",,,4.837,0.725,,,0,"1,568",,,82.564,0.597,246.342,,95,1
LTU,Lithuania,313.636,3.231,2.625,3.364,3.818,2,4,4,3,3,4,,3,4,,,7,1,1,1,1,3,3,1,1,7,4,6,7,1,1,2,2,1,5,1,4,4,4,7,7,4,5,1,5,,1,5,2,,3,1,1,,5,4,1,4,4,2,1,,-26,21.4,,,17,0,0,0,0,"64,800",21.173,0,292,91,5,-0.097,96.25,0.772,0,0.031,0.231,0,16,1,1.137,18,10,0,"1,433.55","1,901.94",14.473,0,"144,099.39",,2,1.727,2.059,,17.461,0,0,,12.007,56.636,-0.282,61.827,85,56,0
BRN,Brunei Darussalam,312.903,2.882,3.833,3.222,3.333,2,4,3,4,3,3,4,3,3,1,1,3,1,1,1,,4,4,6,,4,2,1,,3,,2,7,1,,,2,7,,,4,,,1,3,,,4,,,,1,7,,,4,,6,,5,1,358.503,-20.8,11.4,3.015,0.986,6,0,0,0,,"5,270",102.846,950,,33,1,0.238,,3.605,,0.19,24.288,0,,,0.325,100,,,102.084,,,0,"868,700.89",,,1.662,,,,0,"2,846",,,65.209,,182.922,,29,0
IRN,Iran (Islamic Republic of),312.500,3.233,2.625,3.182,3.385,3,4,3,4,4,3,5,3,2,4,3,6,1,5,1,3,1,1,1,4,3,7,1,4,1,3,2,2,1,6,6,1,7,4,5,1,3,6,1,4,3,4,3,,,4,1,5,3,1,3,4,1,2,1,7,414.514,-26.8,8,140.781,72.533,13,0,5,0,1,"1,622,000",6.985,0,"5,699",17,11,0.175,10.756,0.049,25.277,0.018,0.035,0,3,-2,0.103,58,5,4.17,0.295,657.83,22.498,0,"188,500.48",18.4,54,0.761,,,43.545,0,77,7.931,1.252,41.74,0.776,0.635,27,66,12
MYS,Malaysia,312.245,3.355,2.5,3,2.923,3,4,4,5,3,3,2,5,7,1,1,3,1,1,1,4,2,3,1,3,1,3,2,7,1,6,2,4,2,2,7,1,7,5,5,6,5,7,1,5,2,1,4,1,,5,1,1,2,4,4,6,2,4,1,1,197.998,-65,121,0.891,1.006,6,0,0,0,3,"328,550",36.5,0,"4,100",0,4,-0.018,278.563,0.11,"11,550.75",0.064,2.45,0,64,-2,0.201,83,5,0.65,624.8,"3,657.25",138.466,0,"88,384.54",10.8,2,1.309,1.213,,90.968,0,0,4.062,9.411,67.704,1.999,22.554,66,70,0
AIA,Anguilla,311.538,2,4.571,4.333,3.75,2,7,3,5,2,4,1,,,1,1,2,1,1,1,1,6,6,1,2,7,3,1,,7,,,7,7,,,,,,,,,,1,2,,,7,,,,1,1,,,5,,,,7,1,133.522,,,0,8.175,5,0,0,0,0,91,670.33,0,"2,753",100,4,0.071,,241.758,,,76.923,11,,,,,,,,,,0,"2,248,810.15",,,164.615,,,,0,0,,,133.319,,,,1,0
SWE,Sweden,310.638,3.379,2.75,2.545,3.077,3,3,4,3,4,3,4,3,5,5,6,6,1,1,1,1,2,4,1,2,4,6,7,7,1,2,2,2,1,1,5,3,6,4,5,6,3,4,7,4,1,1,3,,,4,1,1,,4,2,3,1,1,1,1,309.328,-20,32.4,180.949,378.299,16,0,0,0,0,"411,620",69.455,0,"2,111",37,9,-0.11,205.964,0.138,2.429,0.039,0.063,0,86,0,0.512,25,8,1.06,562.235,768.396,3.461,70,"261,694.46",0.12,2,0.714,,,30.688,0,0,,8.94,21.646,0.023,6.409,19,202,0
TUN,Tunisia,310.638,3.483,2.125,2.909,3.923,3,4,4,5,4,3,5,4,4,5,1,6,1,1,1,1,3,3,1,2,1,3,1,7,1,3,2,2,1,6,5,1,7,5,5,1,3,,1,4,4,5,4,,,2,7,5,4,2,4,5,2,3,1,1,408.864,-36.2,20.6,204.792,25.665,13,0,0,0,0,"155,360",21.569,0,"1,561",0,3,0.055,55.639,0.315,12.873,0.097,0.154,0,5,-1,0.149,79,0,0.25,4.055,788.491,,0,"195,250.27",31.52,77,1.388,,,9.724,518.94,67,12.34,1.851,61.702,1.164,30.735,52,100,0
JOR,Jordan,310.417,3.333,2.125,3.273,4,3,4,4,5,4,3,5,2,1,5,1,4,1,1,1,1,3,2,1,2,3,4,1,7,1,1,2,2,1,7,7,1,6,5,7,1,2,5,1,5,3,7,4,,,1,1,6,4,3,4,7,1,7,1,1,372.167,-12.8,1.2,148.245,30.569,8,0,0,0,0,"88,930",18.689,0,"2,142",18,5,0.293,63.556,0.484,0,0.124,0.225,0,0,-3,0.075,32,3,0,0.701,228.045,10.942,0,"94,519.79",18.67,140,1.19,,,0.419,0,173,17.248,3.75,74.992,3.097,15.147,716,62,0
HKG,Hong Kong Special Administrative Region of China,309.091,2.778,3.5,3.143,4.4,1,,3,1,2,4,,,,,,5,1,1,1,1,5,6,2,1,5,2,1,,,,6,7,1,,,5,1,,,,,,1,,,,,,,,,1,,,,,7,,7,1,,,,,,12,0,0,0,0,"1,042",732.246,2,958,50,2,0.561,,,,11.516,17.274,0,,,1.689,0,,,,,,0,,,,,,,,,0,,,,,"11,022.71",,2,0
NIU,Niue,308.824,2.526,5,2.25,3.9,3,1,4,3,5,4,,7,7,,,3,1,1,1,1,6,5,7,1,7,3,,,5,6,5,7,1,1,,,,1,7,6,2,,1,2,,,1,,,,1,1,1,3,1,,1,1,,1,,-199.6,105.2,,,6,0,0,0,0,260,246.154,"3,900",68,100,3,,,11.538,"7,692.31",7.692,7.692,0,85,,,,23,0,686.638,92.308,,0,"1,343,804.05",,,0.039,,,,0,0,1.472,4.373,6.346,,7.692,7,,0
ATG,Antigua and Barbuda,307.143,2,5,3.857,3.625,2,7,3,6,2,4,2,,,1,1,2,1,1,1,1,5,5,7,1,7,3,1,,7,,5,7,1,,,,,,,6,,,1,2,,,7,,,,1,1,,,6,,,,2,1,187.668,,,0.65,0.976,4,0,0,0,0,442,346.154,"2,110",402,100,4,0.113,,49.774,,9.05,22.624,0,,,,,,,522.624,,,0,"1,905,371.06",,,6.584,,,,0,0,,,151.516,,,,57,0
MEX,Mexico,306.383,3.448,2.875,2.182,3,3,3,4,4,4,3,4,5,6,2,2,2,3,2,2,3,1,2,1,4,5,3,1,7,1,6,2,2,2,2,5,1,6,5,2,6,3,,5,5,2,2,4,,1,4,3,1,4,3,3,6,,1,1,1,294.643,-61.4,34,45.013,41.274,4,50,2,0.34,1,"1,908,690",14.729,0,"5,710",54,4,0.028,64.14,0.04,"6,964.99",0.024,0.22,0,63,-1,0.167,44,3,15.46,675.527,772.362,,3,"101,896.93",10.82,19,1.179,,100,45.125,84.17,0,14.506,4.818,51.806,1.524,,15,111,0
BIH,Bosnia and Herzegovina,305.714,3.105,2.25,3.778,3.75,4,4,3,5,4,2,,4,3,,,,1,1,1,7,3,3,1,2,4,3,,,1,1,1,2,1,,4,2,7,5,,5,2,,1,,,,5,1,,1,,4,,2,4,7,1,7,4,6,,-45.4,11.6,,,,0,0,0,20,"51,000",29.059,0,"2,386",41,3,,,0.863,0,0,0.588,0,,0,0.428,100,1,,330.075,140.196,,0,,,,2.155,0.033,,0.957,,25,,3.349,77.882,2.253,1.889,805,37,4
SMR,San Marino,305.000,2.111,3.714,4.6,4.6,2,1,4,7,2,4,,,,,,,1,1,1,1,6,6,1,1,3,2,,,7,,,7,1,,,,,,,,,,1,,,,1,,,,,1,,,7,,7,,5,1,,,,,,,0,0,,0,61,637.255,0,700,22,1,,,473.856,,,16.34,0,,,,,,,,,,0,,,,0.163,,,,,0,,,446.667,,"8,692.81",,28,0
NPL,Nepal,304.762,2.92,3.25,3.5,3.25,2,3,3,5,4,3,2,5,2,1,1,,1,1,1,6,3,3,1,7,3,2,,5,1,6,2,2,1,4,6,1,6,4,,6,3,2,1,,,2,2,,,1,1,3,7,1,6,7,,1,2,6,195.316,-61.2,7.4,19.912,7.406,,0,0,,7,"143,000",20.462,0,"8,780",26,2,,12.972,0.231,"3,454.55",0.126,0.455,0,22,-1,0.054,28,8,,469.029,726.434,0.436,0,,,15,0.459,,,1.926,0,8,136.366,0.487,162.34,2.357,,0,51,4
ECU,Ecuador,304.167,3.267,2.875,2.545,2.462,3,3,3,3,3,3,1,5,1,1,6,3,7,1,1,6,2,3,1,5,3,2,7,6,1,6,2,3,2,2,6,1,2,1,1,6,3,5,1,6,5,1,2,,,3,1,5,3,2,3,7,1,2,1,1,145.266,-65.6,4.8,2.294,345.598,5,"1,297",1,0,7,"276,840",23.866,0,"6,267",25,2,-0.294,20.904,0.141,"15,691.37",0.051,1.178,0,66,-2,0.156,6,43,279.01,"1,039.76",520.329,18.385,0,"25,001.88",35.43,4,0.459,,,15.231,0,111,10.963,1.827,45.68,2.042,1.969,28,87,0
PCN,Pitcairn,304.167,2.083,5.286,2,3.727,2,,4,3,3,5,4,7,1,1,1,5,1,1,1,,7,6,7,1,7,2,,,7,,,7,1,,,,,,,,,,1,1,,,,,,,,1,,,1,,,1,,1,351.246,-245.4,5,0,4.385,10,0,0,0,,47,"1,085.11","4,800",347,100,1,,,42.553,,,425.532,0,,,,,,,,,,0,"64,959,705.13",,,,,,,,0,,,1,,,1,,0
